id,city_name,main,date_time,description,main_temp,main_feels_like,main_temp_min,main_temp_max,main_pressure,main_humidity,main_sea_level,main_grnd_level,wind_speed,wind_deg,wind_gust,clouds_all,icon,base,visibility,dt,timezone,cod,coord_lon,coord_lat,sys_country,sys_sunrise,sys_sunset,sys_type,sys_id
801,Helsinki,Clouds,2025-05-30 14:26:10.783711,few clouds,17.17,16.33,15.43,19.65,1006,53,1006,1005,6.17,200,,20,02d,stations,10000,1748614614,10800,200,24.9355,60.1695,FI,1748567457,1748633100,2.0,2080282.0
804,Oslo,Clouds,2025-05-30 14:26:10.866454,overcast clouds,22.08,21.21,19.75,22.2,1001,33,1001,977,2.68,210,4.47,86,04d,stations,10000,1748614671,7200,200,10.7461,59.9127,NO,1748571007,1748636361,2.0,46775.0
803,Stockholm,Clouds,2025-05-30 14:26:10.969488,broken clouds,15.81,15.43,15.14,16.21,1001,76,1001,998,4.12,190,,75,04d,stations,10000,1748615198,7200,200,18.0649,59.3326,SE,1748569574,1748634282,1.0,1788.0
800,Lisbon,Clear,2025-05-30 14:26:11.114583,clear sky,33.39,32.34,28.69,33.68,1017,29,1017,1010,3.6,320,,0,01d,stations,10000,1748614801,3600,200,-9.1333,38.7167,PT,1748582076,1748634836,1.0,6901.0
800,Prague,Clear,2025-05-30 14:26:11.208438,clear sky,24.43,24.21,22.94,26.09,1020,49,1020,985,5.66,290,,0,01d,stations,10000,1748614500,7200,200,14.4208,50.088,CZ,1748573966,1748631638,2.0,2010430.0
500,Budapest,Rain,2025-05-30 14:26:11.363584,light rain,19.25,18.72,18.9,20.29,1020,57,1020,999,6.69,300,,0,10d,stations,10000,1748614763,7200,200,19.0399,47.498,HU,1748573531,1748629856,2.0,2009313.0
800,Dublin,Clear,2025-05-30 14:26:11.492091,clear sky,14.33,13.96,12.83,16.66,1015,82,1015,990,0.0,0,,0,01d,stations,10000,1748614763,-25200,200,-121.9358,37.7021,US,1748609312,1748661750,2.0,2016191.0
801,Donji grad,Clouds,2025-05-30 14:26:11.672973,few clouds,21.82,21.34,21.82,21.82,1021,49,1021,1004,1.54,100,,20,02d,stations,10000,1748614642,7200,200,15.9775,45.8131,HR,1748574660,1748630197,1.0,6389.0
802,Ljubljana,Clouds,2025-05-30 14:26:11.788676,scattered clouds,25.77,25.66,25.29,26.3,1021,48,1021,970,1.0,125,1.53,38,03d,stations,10000,1748614939,7200,200,14.5051,46.0511,SI,1748574960,1748630604,2.0,2003318.0
802,Bratislava,Clouds,2025-05-30 14:26:11.950586,scattered clouds,18.73,18.7,18.73,19.81,1021,78,1021,1000,3.09,310,,40,03d,stations,10000,1748615117,7200,200,17.1067,48.1482,SK,1748573834,1748630481,2.0,2006545.0
800,Vilnius,Clear,2025-05-30 14:26:12.082720,clear sky,20.56,19.72,20.23,20.64,1013,40,1013,994,5.66,270,,0,01d,stations,10000,1748615101,10800,200,25.2798,54.6892,LT,1748569896,1748630496,1.0,1883.0
802,Rīga,Clouds,2025-05-30 14:26:12.213263,scattered clouds,21.69,20.88,21.04,21.69,1009,37,1009,1009,3.09,0,,40,03d,stations,10000,1748614741,10800,200,24.0833,57.0,LV,1748569259,1748631708,2.0,2075320.0
800,Tallinn,Clear,2025-05-30 14:26:12.332219,clear sky,19.19,18.13,19.19,19.19,1007,37,1007,1005,3.09,310,,0,01d,stations,10000,1748614964,10800,200,24.7535,59.437,EE,1748567914,1748632731,1.0,1330.0
800,Bern,Clear,2025-05-30 14:26:12.440284,clear sky,26.75,26.3,26.39,27.1,1022,31,1022,949,2.57,310,,0,01d,stations,10000,1748614500,7200,200,7.4474,46.9481,CH,1748576444,1748632508,1.0,6937.0
801,Reykjavik,Clouds,2025-05-30 14:26:12.566628,few clouds,9.81,7.71,9.81,9.81,1009,57,1009,996,4.12,290,,20,02d,stations,10000,1748614924,0,200,-21.8954,64.1355,IS,1748575655,1748647383,1.0,91.0
800,Luxembourg Province,Clear,2025-05-30 14:26:12.698670,clear sky,24.66,24.7,24.66,24.66,1020,58,1020,966,4.15,243,5.39,0,01d,stations,10000,1748615169,7200,200,5.5,50.0,BE,1748576131,1748633756,2.0,2017591.0
801,Valletta,Clouds,2025-05-30 14:26:12.817328,few clouds,24.3,24.17,24.3,24.3,1018,53,1018,1016,3.09,120,,20,02d,stations,10000,1748615022,7200,200,14.5147,35.8997,MT,1748576865,1748628695,1.0,6861.0
800,Monaco,Clear,2025-05-30 14:26:12.932126,clear sky,24.25,24.64,23.56,28.58,1020,73,1020,1017,2.57,140,,0,01d,stations,10000,1748615206,7200,200,7.419,43.7314,MC,1748577162,1748631804,1.0,6515.0
500,Andorra la Vella,Rain,2025-05-30 14:26:13.060291,light rain,27.77,27.02,26.61,27.77,1020,32,1020,825,6.17,200,,40,10d,stations,10000,1748615206,7200,200,1.4941,42.5045,AD,1748578831,1748632979,2.0,2099214.0
800,San Marino,Clear,2025-05-30 14:26:13.196588,clear sky,24.7,24.53,22.57,25.3,1020,50,1020,986,4.63,110,,0,01d,stations,10000,1748615206,7200,200,12.4167,43.9333,SM,1748575922,1748630645,2.0,2033633.0
800,Vaduz,Clear,2025-05-30 14:26:13.341656,clear sky,26.73,27.01,25.54,28.38,1021,47,1021,890,0.45,45,2.68,7,01d,stations,10000,1748614971,7200,200,9.5215,47.1415,LI,1748575901,1748632056,2.0,2043024.0
803,Skopje,Clouds,2025-05-30 14:26:13.464347,broken clouds,18.82,18.12,18.82,18.82,1018,52,1018,966,6.69,350,,75,04d,stations,10000,1748615059,7200,200,21.4333,42.0,MK,1748574145,1748628093,1.0,7023.0
803,Sarajevo,Clouds,2025-05-30 14:26:13.591306,broken clouds,18.95,18.08,18.95,18.95,1021,45,1021,912,4.12,320,,75,04d,stations,10000,1748615184,7200,200,18.3564,43.8486,BA,1748574514,1748629201,1.0,6906.0
800,Belgrade,Clear,2025-05-30 14:26:13.723163,clear sky,20.71,20.14,20.19,21.81,1019,50,1019,1004,5.14,330,,0,01d,stations,10000,1748615175,7200,200,20.4651,44.804,RS,1748573806,1748628897,2.0,2037836.0
801,Podgorica,Clouds,2025-05-30 14:26:13.842714,few clouds,24.88,24.18,24.88,24.88,1016,29,1016,979,8.75,360,,20,02d,stations,10000,1748614923,7200,200,19.2636,42.4411,ME,1748574580,1748628700,1.0,7035.0
801,Tirana,Clouds,2025-05-30 14:26:13.999080,few clouds,24.49,23.93,24.49,24.49,1015,36,1015,978,6.69,350,,20,02d,stations,10000,1748614760,7200,200,19.8189,41.3275,AL,1748574661,1748628353,1.0,6359.0
804,Chișinău,Clouds,2025-05-30 14:26:14.132010,overcast clouds,19.24,18.86,19.24,19.24,1015,63,1015,1000,4.63,360,,100,04d,stations,10000,1748615207,10800,200,28.8575,47.0056,MD,1748571295,1748627380,1.0,7022.0
201,Bucharest,Thunderstorm,2025-05-30 14:26:14.275079,thunderstorm with rain,17.12,17.19,17.01,19.05,1016,88,1016,1006,4.12,160,,75,11d,stations,8000,1748614802,10800,200,26.1063,44.4323,RO,1748572533,1748627463,1.0,6911.0
501,Sofia,Rain,2025-05-30 14:26:14.400399,moderate rain,13.83,13.57,13.83,13.83,1017,88,1017,939,5.14,270,,75,10d,stations,10000,1748614677,10800,200,23.3242,42.6975,BG,1748573556,1748627775,1.0,6366.0
804,Kyiv,Clouds,2025-05-30 14:26:14.632273,overcast clouds,17.6,17.32,17.6,17.6,1012,73,1012,997,4.22,290,6.01,92,04d,stations,10000,1748614936,10800,200,30.5167,50.4333,UA,1748570009,1748627869,,
